co2_value,Category
391.65,Satisfactory
392.27,Satisfactory
391.55,Satisfactory
392.14,Satisfactory
392.22,Satisfactory
392.05,Satisfactory
391.82,Satisfactory
391.61,Satisfactory
391.34,Satisfactory
390.44,Satisfactory
391.18,Satisfactory
390.76,Satisfactory
391.2,Satisfactory
390.47,Satisfactory
390.93,Satisfactory
390.43,Satisfactory
390.66,Satisfactory
390.49,Satisfactory
389.97,Satisfactory
389.87,Satisfactory
390.77,Satisfactory
390.65,Satisfactory
389.14,Satisfactory
390.39,Satisfactory
390.17,Satisfactory
389.94,Satisfactory
389.77,Satisfactory
389.56,Satisfactory
389.61,Satisfactory
389.25,Satisfactory
389.28,Satisfactory
388.35,Satisfactory
389.33,Satisfactory
389.49,Satisfactory
389.66,Satisfactory
389.59,Satisfactory
389.52,Satisfactory
389.63,Satisfactory
388.25,Satisfactory
388.94,Satisfactory
389.34,Satisfactory
389.11,Satisfactory
389.33,Satisfactory
389.14,Satisfactory
388.99,Satisfactory
388.9,Satisfactory
389.39,Satisfactory
389.34,Satisfactory
389.26,Satisfactory
389.13,Satisfactory
388.85,Satisfactory
389.23,Satisfactory
388.9,Satisfactory
388.87,Satisfactory
388.48,Satisfactory
388.57,Satisfactory
388.57,Satisfactory
388.57,Satisfactory
388.75,Satisfactory
388.81,Satisfactory
388.95,Satisfactory
388.9,Satisfactory
388.85,Satisfactory
389,Satisfactory
388.9,Satisfactory
388.44,Satisfactory
388.62,Satisfactory
388.69,Satisfactory
388.57,Satisfactory
389.02,Satisfactory
388.71,Satisfactory
388.45,Satisfactory
388.64,Satisfactory
388.9,Satisfactory
389.33,Satisfactory
389.15,Satisfactory
388.82,Satisfactory
389.05,Satisfactory
388.9,Satisfactory
389.07,Satisfactory
388.98,Satisfactory
389.26,Satisfactory
389.29,Satisfactory
389,Satisfactory
389.24,Satisfactory
389.31,Satisfactory
389.17,Satisfactory
389.37,Satisfactory
389.33,Satisfactory
389.54,Satisfactory
389.47,Satisfactory
389.75,Satisfactory
389.7,Satisfactory
389.65,Satisfactory
389.63,Satisfactory
389.53,Satisfactory
389.48,Satisfactory
389.55,Satisfactory
389.67,Satisfactory
389.74,Satisfactory
389.75,Satisfactory
390.39,Satisfactory
390.21,Satisfactory
390.56,Satisfactory
390.44,Satisfactory
390.69,Satisfactory
390.33,Satisfactory
390.39,Satisfactory
390.55,Satisfactory
390.72,Satisfactory
390.59,Satisfactory
390.53,Satisfactory
390.38,Satisfactory
390.41,Satisfactory
390.36,Satisfactory
391.17,Satisfactory
391.56,Satisfactory
391.07,Satisfactory
391.38,Satisfactory
391.13,Satisfactory
390.86,Satisfactory
390.87,Satisfactory
391.06,Satisfactory
391.07,Satisfactory
391.54,Satisfactory
391.18,Satisfactory
391.3,Satisfactory
391.66,Satisfactory
391.72,Satisfactory
392.15,Satisfactory
391.88,Satisfactory
391.49,Satisfactory
391.99,Satisfactory
392.06,Satisfactory
392.5,Satisfactory
392.18,Satisfactory
392.48,Satisfactory
392.62,Satisfactory
392.57,Satisfactory
391.89,Satisfactory
391.9,Satisfactory
392.71,Satisfactory
392.56,Satisfactory
391.8,Satisfactory
392.3,Satisfactory
392.01,Satisfactory
392.15,Satisfactory
392.09,Satisfactory
392.34,Satisfactory
393.01,Satisfactory
393.22,Satisfactory
393.46,Satisfactory
393.76,Satisfactory
392.83,Satisfactory
392.25,Satisfactory
392.31,Satisfactory
393.11,Satisfactory
394.01,Satisfactory
392.92,Satisfactory
395.64,Satisfactory
394.8,Satisfactory
392.98,Satisfactory
392.33,Satisfactory
392.35,Satisfactory
392.29,Satisfactory
393.01,Satisfactory
393.05,Satisfactory
392.92,Satisfactory
393.27,Satisfactory
393.54,Satisfactory
393.63,Satisfactory
393.69,Satisfactory
393.37,Satisfactory
392.96,Satisfactory
393.19,Satisfactory
392.71,Satisfactory
392.63,Satisfactory
393.62,Satisfactory
393.82,Satisfactory
393.48,Satisfactory
392.28,Satisfactory
392.12,Satisfactory
392.03,Satisfactory
392.79,Satisfactory
396.8,Satisfactory
396.76,Satisfactory
393.19,Satisfactory
392.88,Satisfactory
393.06,Satisfactory
392.97,Satisfactory
393.55,Satisfactory
393.92,Satisfactory
393.69,Satisfactory
394.36,Satisfactory
395.27,Satisfactory
393.63,Satisfactory
395.37,Satisfactory
393.94,Satisfactory
393.98,Satisfactory
393.75,Satisfactory
393.83,Satisfactory
393.83,Satisfactory
395.62,Satisfactory
394.1,Satisfactory
393.97,Satisfactory
394.69,Satisfactory
394.44,Satisfactory
394.24,Satisfactory
393.43,Satisfactory
393.09,Satisfactory
393.43,Satisfactory
393.2,Satisfactory
393.03,Satisfactory
393.09,Satisfactory
393.49,Satisfactory
393.65,Satisfactory
394.42,Satisfactory
394.98,Satisfactory
395.23,Satisfactory
395.01,Satisfactory
394.32,Satisfactory
394.94,Satisfactory
395.18,Satisfactory
394.24,Satisfactory
394.59,Satisfactory
394.79,Satisfactory
395.46,Satisfactory
395.09,Satisfactory
395.97,Satisfactory
395.24,Satisfactory
394.67,Satisfactory
394.78,Satisfactory
394.96,Satisfactory
394.94,Satisfactory
395.08,Satisfactory
395.02,Satisfactory
395.04,Satisfactory
395.95,Satisfactory
395.7,Satisfactory
395.48,Satisfactory
396.4,Satisfactory
397.78,Satisfactory
397.68,Satisfactory
396.59,Satisfactory
395.4,Satisfactory
395.86,Satisfactory
396.28,Satisfactory
395.78,Satisfactory
395.71,Satisfactory
396.21,Satisfactory
396.38,Satisfactory
396.14,Satisfactory
396.59,Satisfactory
396.55,Satisfactory
397.06,Satisfactory
396.75,Satisfactory
396.49,Satisfactory
396.63,Satisfactory
396.48,Satisfactory
396.31,Satisfactory
396.65,Satisfactory
396.65,Satisfactory
397.01,Satisfactory
396.77,Satisfactory
397.39,Satisfactory
396.95,Satisfactory
396.99,Satisfactory
396.94,Satisfactory
396.96,Satisfactory
397.29,Satisfactory
397.09,Satisfactory
397.08,Satisfactory
397.2,Satisfactory
397.31,Satisfactory
397.42,Satisfactory
397.01,Satisfactory
396.98,Satisfactory
397.17,Satisfactory
397.32,Satisfactory
396.94,Satisfactory
396.08,Satisfactory
396.54,Satisfactory
395.53,Satisfactory
396.53,Satisfactory
396.72,Satisfactory
395.2,Satisfactory
395.77,Satisfactory
396.53,Satisfactory
397.1,Satisfactory
396.63,Satisfactory
396.37,Satisfactory
395.37,Satisfactory
396.75,Satisfactory
395.55,Satisfactory
396.79,Satisfactory
396.11,Satisfactory
395.6,Satisfactory
395.71,Satisfactory
395.07,Satisfactory
394.88,Satisfactory
395.97,Satisfactory
396.78,Satisfactory
396.51,Satisfactory
396.5,Satisfactory
395.91,Satisfactory
396.17,Satisfactory
395.55,Satisfactory
394.62,Satisfactory
395.48,Satisfactory
395.83,Satisfactory
395.91,Satisfactory
395.96,Satisfactory
395.81,Satisfactory
395.4,Satisfactory
395.71,Satisfactory
395.61,Satisfactory
395.38,Satisfactory
395.71,Satisfactory
395.36,Satisfactory
393.75,Satisfactory
395.22,Satisfactory
394.83,Satisfactory
394.91,Satisfactory
395.16,Satisfactory
394.95,Satisfactory
394.67,Satisfactory
394.37,Satisfactory
394.77,Satisfactory
394.48,Satisfactory
394.5,Satisfactory
394.24,Satisfactory
393.83,Satisfactory
394.62,Satisfactory
394.18,Satisfactory
394.53,Satisfactory
394.04,Satisfactory
394.71,Satisfactory
394.63,Satisfactory
394.55,Satisfactory
394.51,Satisfactory
393.78,Satisfactory
394.1,Satisfactory
393.93,Satisfactory
393.86,Satisfactory
393.57,Satisfactory
392.92,Satisfactory
393.04,Satisfactory
393.35,Satisfactory
393.64,Satisfactory
393.64,Satisfactory
393.23,Satisfactory
393.42,Satisfactory
393.38,Satisfactory
392.98,Satisfactory
393.49,Satisfactory
392.94,Satisfactory
393.15,Satisfactory
392.52,Satisfactory
392,Satisfactory
392.34,Satisfactory
392.46,Satisfactory
392.55,Satisfactory
392.44,Satisfactory
392.22,Satisfactory
390.41,Satisfactory
390.41,Satisfactory
391.62,Satisfactory
391.51,Satisfactory
391.52,Satisfactory
391.85,Satisfactory
391.66,Satisfactory
391.67,Satisfactory
391.93,Satisfactory
391.82,Satisfactory
391.82,Satisfactory
391.91,Satisfactory
391.72,Satisfactory
391.93,Satisfactory
392.01,Satisfactory
391.96,Satisfactory
392.13,Satisfactory
391.81,Satisfactory
391.34,Satisfactory
390.64,Satisfactory
390.17,Satisfactory
391.03,Satisfactory
391.59,Satisfactory
391.24,Satisfactory
390.76,Satisfactory
390.67,Satisfactory
390.34,Satisfactory
390.54,Satisfactory
390.68,Satisfactory
391.04,Satisfactory
391.19,Satisfactory
391.06,Satisfactory
390.93,Satisfactory
390.92,Satisfactory
390.95,Satisfactory
390.94,Satisfactory
390.8,Satisfactory
390.81,Satisfactory
390.82,Satisfactory
390.46,Satisfactory
390.71,Satisfactory
390.76,Satisfactory
390.9,Satisfactory
391.01,Satisfactory
391.01,Satisfactory
391.1,Satisfactory
390.94,Satisfactory
391.03,Satisfactory
391.07,Satisfactory
390.96,Satisfactory
390.64,Satisfactory
390.6,Satisfactory
390.83,Satisfactory
390.79,Satisfactory
390.77,Satisfactory
391.22,Satisfactory
391.16,Satisfactory
391.12,Satisfactory
391.29,Satisfactory
391.47,Satisfactory
391.65,Satisfactory
391.31,Satisfactory
391.16,Satisfactory
391.27,Satisfactory
391.46,Satisfactory
391.43,Satisfactory
391.32,Satisfactory
391.94,Satisfactory
391.93,Satisfactory
391.42,Satisfactory
391.57,Satisfactory
392.01,Satisfactory
392.44,Satisfactory
393.34,Satisfactory
392.33,Satisfactory
392.95,Satisfactory
392.79,Satisfactory
392.8,Satisfactory
393.12,Satisfactory
393.46,Satisfactory
393.13,Satisfactory
393.69,Satisfactory
393.82,Satisfactory
393.28,Satisfactory
393.06,Satisfactory
393.06,Satisfactory
393.15,Satisfactory
393.16,Satisfactory
393.18,Satisfactory
393.26,Satisfactory
392.71,Satisfactory
392.94,Satisfactory
395.32,Satisfactory
394.1,Satisfactory
393.4,Satisfactory
393.66,Satisfactory
393.86,Satisfactory
394.17,Satisfactory
393.26,Satisfactory
393.23,Satisfactory
393.25,Satisfactory
393.56,Satisfactory
394.38,Satisfactory
394.18,Satisfactory
394.94,Satisfactory
394.17,Satisfactory
394.1,Satisfactory
394.34,Satisfactory
394.22,Satisfactory
394.82,Satisfactory
394.49,Satisfactory
394.29,Satisfactory
394.4,Satisfactory
394.49,Satisfactory
395.38,Satisfactory
394.25,Satisfactory
394.43,Satisfactory
395.56,Satisfactory
394.86,Satisfactory
394.57,Satisfactory
394.38,Satisfactory
394.81,Satisfactory
394.84,Satisfactory
394.29,Satisfactory
394.31,Satisfactory
394.44,Satisfactory
394.63,Satisfactory
394.71,Satisfactory
394.6,Satisfactory
395.48,Satisfactory
395.09,Satisfactory
395.13,Satisfactory
395.48,Satisfactory
395.35,Satisfactory
395.54,Satisfactory
395.57,Satisfactory
395.5,Satisfactory
397.02,Satisfactory
396.37,Satisfactory
395.55,Satisfactory
395.89,Satisfactory
397.41,Satisfactory
395.43,Satisfactory
395.18,Satisfactory
395.27,Satisfactory
396.15,Satisfactory
395.73,Satisfactory
395.27,Satisfactory
395.41,Satisfactory
395.09,Satisfactory
396.16,Satisfactory
396.45,Satisfactory
395.96,Satisfactory
395.74,Satisfactory
395.55,Satisfactory
396.82,Satisfactory
397.33,Satisfactory
396.47,Satisfactory
396.56,Satisfactory
396.16,Satisfactory
396.43,Satisfactory
396.71,Satisfactory
395.87,Satisfactory
395.96,Satisfactory
397.69,Satisfactory
397.7,Satisfactory
397.89,Satisfactory
397.4,Satisfactory
397.28,Satisfactory
397.33,Satisfactory
397.21,Satisfactory
396.5,Satisfactory
397.24,Satisfactory
397.08,Satisfactory
397.22,Satisfactory
396.47,Satisfactory
396.7,Satisfactory
396.68,Satisfactory
396.7,Satisfactory
396.61,Satisfactory
399.1,Satisfactory
398.05,Satisfactory
398.39,Satisfactory
396.31,Satisfactory
397.11,Satisfactory
396.92,Satisfactory
396.77,Satisfactory
396.17,Satisfactory
396.87,Satisfactory
397.07,Satisfactory
397.08,Satisfactory
397.11,Satisfactory
397.51,Satisfactory
396.71,Satisfactory
396.71,Satisfactory
398.05,Satisfactory
397.25,Satisfactory
397.15,Satisfactory
397.41,Satisfactory
398.23,Satisfactory
398.26,Satisfactory
397.08,Satisfactory
397.04,Satisfactory
398.29,Satisfactory
398.17,Satisfactory
398.55,Satisfactory
398.32,Satisfactory
398.35,Satisfactory
398.19,Satisfactory
398.24,Satisfactory
398.14,Satisfactory
397.73,Satisfactory
397.74,Satisfactory
397.67,Satisfactory
397.84,Satisfactory
398.22,Satisfactory
398.52,Satisfactory
397.3,Satisfactory
397.65,Satisfactory
397.14,Satisfactory
397.15,Satisfactory
398.77,Satisfactory
399.78,Satisfactory
398.39,Satisfactory
398.21,Satisfactory
399.22,Satisfactory
399.55,Satisfactory
400.05,Satisfactory
399.49,Satisfactory
399.4,Satisfactory
399.45,Satisfactory
399.24,Satisfactory
399.76,Satisfactory
399.83,Satisfactory
399.39,Satisfactory
399.5,Satisfactory
399.54,Satisfactory
400.07,Satisfactory
399.23,Satisfactory
399.4,Satisfactory
399.29,Satisfactory
399.91,Satisfactory
399.56,Satisfactory
400.02,Satisfactory
399.91,Satisfactory
400.1,Satisfactory
400.13,Satisfactory
399.71,Satisfactory
399.99,Satisfactory
399.7,Satisfactory
399.86,Satisfactory
400,Satisfactory
400.63,Satisfactory
400.25,Satisfactory
400.3,Satisfactory
400.16,Satisfactory
399.91,Satisfactory
399.09,Satisfactory
398.81,Satisfactory
399.36,Satisfactory
399.45,Satisfactory
399.12,Satisfactory
399.38,Satisfactory
399.27,Satisfactory
398.97,Satisfactory
398.68,Satisfactory
398.19,Satisfactory
397.78,Satisfactory
399.07,Satisfactory
398.98,Satisfactory
398.92,Satisfactory
398.7,Satisfactory
398.47,Satisfactory
397.98,Satisfactory
398.29,Satisfactory
398.01,Satisfactory
398.06,Satisfactory
398.2,Satisfactory
397.99,Satisfactory
398.82,Satisfactory
398.53,Satisfactory
398.58,Satisfactory
398.65,Satisfactory
398.6,Satisfactory
398.76,Satisfactory
398.09,Satisfactory
398.21,Satisfactory
397.54,Satisfactory
397.99,Satisfactory
398.02,Satisfactory
397.67,Satisfactory
397.3,Satisfactory
397.51,Satisfactory
397.12,Satisfactory
396.85,Satisfactory
396.83,Satisfactory
395.41,Satisfactory
396.96,Satisfactory
396.85,Satisfactory
396.92,Satisfactory
397.2,Satisfactory
397.55,Satisfactory
397.19,Satisfactory
396.24,Satisfactory
396.29,Satisfactory
396.76,Satisfactory
396.73,Satisfactory
396.84,Satisfactory
396.77,Satisfactory
395.35,Satisfactory
395.59,Satisfactory
395.44,Satisfactory
395.59,Satisfactory
395.27,Satisfactory
395.52,Satisfactory
395.31,Satisfactory
394.71,Satisfactory
395.37,Satisfactory
394.96,Satisfactory
394.91,Satisfactory
395.03,Satisfactory
395.82,Satisfactory
394.77,Satisfactory
395.29,Satisfactory
394.86,Satisfactory
394.44,Satisfactory
394.44,Satisfactory
394.68,Satisfactory
394.7,Satisfactory
393.73,Satisfactory
393.61,Satisfactory
393.93,Satisfactory
394.65,Satisfactory
394.32,Satisfactory
394.6,Satisfactory
393.38,Satisfactory
393.32,Satisfactory
393.37,Satisfactory
393.3,Satisfactory
393.73,Satisfactory
393.64,Satisfactory
393.61,Satisfactory
392.86,Satisfactory
393.16,Satisfactory
393.13,Satisfactory
392.18,Satisfactory
393.76,Satisfactory
393.57,Satisfactory
393.45,Satisfactory
393.37,Satisfactory
393.48,Satisfactory
393.84,Satisfactory
393.04,Satisfactory
393.39,Satisfactory
393.09,Satisfactory
393.23,Satisfactory
393.66,Satisfactory
393.13,Satisfactory
393.31,Satisfactory
392.93,Satisfactory
393.35,Satisfactory
393.49,Satisfactory
393.24,Satisfactory
393.74,Satisfactory
393.16,Satisfactory
393.39,Satisfactory
393.4,Satisfactory
393.35,Satisfactory
393.33,Satisfactory
393.36,Satisfactory
393.39,Satisfactory
393.41,Satisfactory
393.63,Satisfactory
393.79,Satisfactory
393.87,Satisfactory
393.82,Satisfactory
394.09,Satisfactory
394.06,Satisfactory
393.8,Satisfactory
393.73,Satisfactory
394.17,Satisfactory
394.21,Satisfactory
394.09,Satisfactory
394.06,Satisfactory
394.13,Satisfactory
394.28,Satisfactory
394.32,Satisfactory
394.29,Satisfactory
394.49,Satisfactory
394.32,Satisfactory
394.41,Satisfactory
394.5,Satisfactory
394.38,Satisfactory
394.52,Satisfactory
394.58,Satisfactory
394.53,Satisfactory
395.23,Satisfactory
396.36,Satisfactory
396.71,Satisfactory
396.01,Satisfactory
394.96,Satisfactory
394.88,Satisfactory
394.59,Satisfactory
394.61,Satisfactory
394.66,Satisfactory
394.64,Satisfactory
394.79,Satisfactory
394.78,Satisfactory
395.05,Satisfactory
395.55,Satisfactory
395.97,Satisfactory
396.18,Satisfactory
396.36,Satisfactory
396.26,Satisfactory
395.35,Satisfactory
395.91,Satisfactory
395.98,Satisfactory
396.05,Satisfactory
396.18,Satisfactory
396.36,Satisfactory
396.19,Satisfactory
396.24,Satisfactory
396.42,Satisfactory
396.4,Satisfactory
395.86,Satisfactory
395.89,Satisfactory
395.86,Satisfactory
396.48,Satisfactory
396.39,Satisfactory
396.26,Satisfactory
396.24,Satisfactory
396.28,Satisfactory
396.7,Satisfactory
398.57,Satisfactory
398.21,Satisfactory
397.47,Satisfactory
397.32,Satisfactory
396.95,Satisfactory
397.01,Satisfactory
397.11,Satisfactory
397.61,Satisfactory
397.58,Satisfactory
397.19,Satisfactory
397.43,Satisfactory
397.5,Satisfactory
397.58,Satisfactory
397.67,Satisfactory
397.26,Satisfactory
397.11,Satisfactory
397.01,Satisfactory
397.77,Satisfactory
398.37,Satisfactory
398.19,Satisfactory
398.84,Satisfactory
398.32,Satisfactory
398.54,Satisfactory
397.96,Satisfactory
397.37,Satisfactory
397.31,Satisfactory
397.6,Satisfactory
397.5,Satisfactory
397.49,Satisfactory
397.34,Satisfactory
397.94,Satisfactory
399.03,Satisfactory
398.13,Satisfactory
397.96,Satisfactory
398.59,Satisfactory
397.9,Satisfactory
398.04,Satisfactory
397.28,Satisfactory
397.86,Satisfactory
397.43,Satisfactory
397.68,Satisfactory
397.62,Satisfactory
398.09,Satisfactory
398.08,Satisfactory
397.88,Satisfactory
398.04,Satisfactory
397.82,Satisfactory
397.93,Satisfactory
398.14,Satisfactory
397.97,Satisfactory
397.81,Satisfactory
397.93,Satisfactory
398.1,Satisfactory
397.97,Satisfactory
397.82,Satisfactory
397.82,Satisfactory
397.63,Satisfactory
397.58,Satisfactory
398.34,Satisfactory
397.95,Satisfactory
397.42,Satisfactory
397.65,Satisfactory
398.22,Satisfactory
398.14,Satisfactory
398.74,Satisfactory
398.3,Satisfactory
399.02,Satisfactory
398.41,Satisfactory
397.51,Satisfactory
397.4,Satisfactory
398.27,Satisfactory
397.21,Satisfactory
397.92,Satisfactory
398.63,Satisfactory
398.44,Satisfactory
398.59,Satisfactory
398.57,Satisfactory
398.63,Satisfactory
399.09,Satisfactory
399.32,Satisfactory
401.29,Satisfactory
400.53,Satisfactory
400,Satisfactory
399.77,Satisfactory
401.65,Satisfactory
401.17,Satisfactory
401.45,Satisfactory
400.68,Satisfactory
399.22,Satisfactory
400.03,Satisfactory
400.34,Satisfactory
400.73,Satisfactory
399.98,Satisfactory
400.16,Satisfactory
400.61,Satisfactory
400.69,Satisfactory
400.45,Satisfactory
400.68,Satisfactory
400.97,Satisfactory
400.75,Satisfactory
401.35,Satisfactory
401.84,Satisfactory
401.23,Satisfactory
401.57,Satisfactory
400.83,Satisfactory
400.63,Satisfactory
400.42,Satisfactory
401.83,Satisfactory
402.71,Satisfactory
402.11,Satisfactory
401.26,Satisfactory
401.03,Satisfactory
401.48,Satisfactory
402.41,Satisfactory
401.2,Satisfactory
400.96,Satisfactory
401.94,Satisfactory
401.52,Satisfactory
401.06,Satisfactory
402.04,Satisfactory
401.36,Satisfactory
402.49,Satisfactory
401.3,Satisfactory
401.33,Satisfactory
402.11,Satisfactory
401.86,Satisfactory
402.3,Satisfactory
401.7,Satisfactory
401.12,Satisfactory
401.31,Satisfactory
402.12,Satisfactory
402.2,Satisfactory
402.42,Satisfactory
402.04,Satisfactory
401.78,Satisfactory
401.53,Satisfactory
401.22,Satisfactory
401.09,Satisfactory
401.36,Satisfactory
401.2,Satisfactory
400.95,Satisfactory
402.27,Satisfactory
402.11,Satisfactory
402.26,Satisfactory
402.56,Satisfactory
402.03,Satisfactory
401.79,Satisfactory
402.02,Satisfactory
401.89,Satisfactory
401.8,Satisfactory
401.38,Satisfactory
401.83,Satisfactory
401.03,Satisfactory
401.32,Satisfactory
401.31,Satisfactory
401.33,Satisfactory
401.4,Satisfactory
402.6,Satisfactory
401.32,Satisfactory
401,Satisfactory
400.82,Satisfactory
400.77,Satisfactory
401.28,Satisfactory
401.39,Satisfactory
400.66,Satisfactory
401.23,Satisfactory
401.29,Satisfactory
400.98,Satisfactory
401.06,Satisfactory
400.73,Satisfactory
400.33,Satisfactory
400.23,Satisfactory
400.59,Satisfactory
400.53,Satisfactory
400.32,Satisfactory
400.23,Satisfactory
399.81,Satisfactory
399.82,Satisfactory
400.33,Satisfactory
399.98,Satisfactory
399.64,Satisfactory
399.86,Satisfactory
399.35,Satisfactory
400.04,Satisfactory
399.66,Satisfactory
399.09,Satisfactory
399.16,Satisfactory
399.13,Satisfactory
398.77,Satisfactory
397.67,Satisfactory
398.26,Satisfactory
398.67,Satisfactory
399.07,Satisfactory
398.98,Satisfactory
399.23,Satisfactory
397.74,Satisfactory
396.15,Satisfactory
398.41,Satisfactory
397.47,Satisfactory
397.31,Satisfactory
397.81,Satisfactory
398.04,Satisfactory
397.8,Satisfactory
397.47,Satisfactory
397.23,Satisfactory
397.34,Satisfactory
397.26,Satisfactory
397.04,Satisfactory
397.27,Satisfactory
396.92,Satisfactory
396.67,Satisfactory
396.65,Satisfactory
396.82,Satisfactory
396.36,Satisfactory
396.22,Satisfactory
396.54,Satisfactory
396.17,Satisfactory
396.3,Satisfactory
396.6,Satisfactory
396.2,Satisfactory
396.3,Satisfactory
396.37,Satisfactory
395.74,Satisfactory
396.13,Satisfactory
394.49,Satisfactory
394.23,Satisfactory
394.82,Satisfactory
394.7,Satisfactory
395.14,Satisfactory
395.51,Satisfactory
394.6,Satisfactory
394.99,Satisfactory
395.85,Satisfactory
395.53,Satisfactory
395.61,Satisfactory
395.53,Satisfactory
395.18,Satisfactory
394.53,Satisfactory
395.27,Satisfactory
395.44,Satisfactory
395.5,Satisfactory
395.47,Satisfactory
395.75,Satisfactory
395.36,Satisfactory
395.79,Satisfactory
395.84,Satisfactory
395.7,Satisfactory
395.49,Satisfactory
395.29,Satisfactory
395.43,Satisfactory
395.39,Satisfactory
395.99,Satisfactory
395.67,Satisfactory
395.62,Satisfactory
395.58,Satisfactory
395.84,Satisfactory
395.82,Satisfactory
396.09,Satisfactory
395.64,Satisfactory
395.92,Satisfactory
397.18,Satisfactory
396.94,Satisfactory
399.69,Satisfactory
396.92,Satisfactory
396.82,Satisfactory
397.06,Satisfactory
396.57,Satisfactory
396.32,Satisfactory
396.87,Satisfactory
397.18,Satisfactory
396.54,Satisfactory
396.88,Satisfactory
397.11,Satisfactory
396.75,Satisfactory
396.85,Satisfactory
397.27,Satisfactory
397.75,Satisfactory
397.58,Satisfactory
397.09,Satisfactory
397.6,Satisfactory
397.31,Satisfactory
397.52,Satisfactory
397.75,Satisfactory
396.99,Satisfactory
396.95,Satisfactory
397.14,Satisfactory
398.82,Satisfactory
397.92,Satisfactory
397.7,Satisfactory
397.76,Satisfactory
397.63,Satisfactory
398.57,Satisfactory
398.55,Satisfactory
398.26,Satisfactory
398.19,Satisfactory
398.06,Satisfactory
398.17,Satisfactory
400.63,Satisfactory
399.33,Satisfactory
398.49,Satisfactory
398.48,Satisfactory
398.67,Satisfactory
398.54,Satisfactory
399.42,Satisfactory
399.14,Satisfactory
399.46,Satisfactory
399.14,Satisfactory
399.31,Satisfactory
398.79,Satisfactory
398.84,Satisfactory
398.98,Satisfactory
399.34,Satisfactory
399.18,Satisfactory
399.18,Satisfactory
398.47,Satisfactory
398.42,Satisfactory
398.62,Satisfactory
399.71,Satisfactory
398.85,Satisfactory
400.14,Satisfactory
401.59,Satisfactory
399.82,Satisfactory
400.16,Satisfactory
400.01,Satisfactory
399.57,Satisfactory
399.55,Satisfactory
399.89,Satisfactory
399.98,Satisfactory
400.1,Satisfactory
399.87,Satisfactory
399.5,Satisfactory
399.67,Satisfactory
401.19,Satisfactory
400.61,Satisfactory
400.22,Satisfactory
399.77,Satisfactory
399.51,Satisfactory
399.51,Satisfactory
399.33,Satisfactory
399.55,Satisfactory
399.52,Satisfactory
399.62,Satisfactory
399.53,Satisfactory
400.82,Satisfactory
400.04,Satisfactory
399.99,Satisfactory
399.8,Satisfactory
399.83,Satisfactory
400.35,Satisfactory
400.55,Satisfactory
400.28,Satisfactory
400.2,Satisfactory
400.13,Satisfactory
400.03,Satisfactory
399.71,Satisfactory
400.64,Satisfactory
400.65,Satisfactory
399.46,Satisfactory
399.6,Satisfactory
399.69,Satisfactory
401.17,Satisfactory
399.91,Satisfactory
400,Satisfactory
399.83,Satisfactory
400.23,Satisfactory
399.93,Satisfactory
400.03,Satisfactory
399.77,Satisfactory
399.49,Satisfactory
399.66,Satisfactory
400.37,Satisfactory
400.84,Satisfactory
401.01,Satisfactory
401.53,Satisfactory
401.09,Satisfactory
401.39,Satisfactory
400.87,Satisfactory
400.68,Satisfactory
401.32,Satisfactory
401.68,Satisfactory
401.45,Satisfactory
401.76,Satisfactory
401.58,Satisfactory
403.45,Satisfactory
401.28,Satisfactory
401.87,Satisfactory
402.3,Satisfactory
403.12,Satisfactory
400.41,Satisfactory
400.37,Satisfactory
400.08,Satisfactory
399.94,Satisfactory
400.75,Satisfactory
401.24,Satisfactory
401.63,Satisfactory
400.96,Satisfactory
400.56,Satisfactory
402.51,Satisfactory
402.53,Satisfactory
402.96,Satisfactory
403.33,Satisfactory
400.92,Satisfactory
402.58,Satisfactory
401.01,Satisfactory
403.45,Satisfactory
403.7,Satisfactory
402.99,Satisfactory
403.6,Satisfactory
402.93,Satisfactory
403.96,Satisfactory
403.61,Satisfactory
404.65,Satisfactory
404.23,Satisfactory
404.07,Satisfactory
404.22,Satisfactory
403.46,Satisfactory
403.35,Satisfactory
403.62,Satisfactory
403.28,Satisfactory
404.21,Satisfactory
402.19,Satisfactory
402.31,Satisfactory
402.53,Satisfactory
403.13,Satisfactory
403.93,Satisfactory
404.05,Satisfactory
403.74,Satisfactory
403.75,Satisfactory
404.36,Satisfactory
403.61,Satisfactory
403.65,Satisfactory
404.15,Satisfactory
404.36,Satisfactory
404.44,Satisfactory
404.39,Satisfactory
403.81,Satisfactory
403.31,Satisfactory
403.81,Satisfactory
403.67,Satisfactory
404.08,Satisfactory
403.87,Satisfactory
404.39,Satisfactory
404.56,Satisfactory
404.17,Satisfactory
404,Satisfactory
404.16,Satisfactory
404.07,Satisfactory
403.72,Satisfactory
403.83,Satisfactory
403.84,Satisfactory
403.73,Satisfactory
403.74,Satisfactory
403.3,Satisfactory
403.54,Satisfactory
404.16,Satisfactory
404.19,Satisfactory
404.04,Satisfactory
403.68,Satisfactory
403.19,Satisfactory
403.33,Satisfactory
403.08,Satisfactory
402.9,Satisfactory
403.1,Satisfactory
403.63,Satisfactory
403.82,Satisfactory
403.77,Satisfactory
403.72,Satisfactory
402.34,Satisfactory
402.71,Satisfactory
402.66,Satisfactory
403.33,Satisfactory
402.74,Satisfactory
402.16,Satisfactory
401.87,Satisfactory
402.13,Satisfactory
402.04,Satisfactory
