co2_value,Category
373.59,Satisfactory
373.29,Satisfactory
374.68,Satisfactory
373.47,Satisfactory
373.44,Satisfactory
372.6,Satisfactory
373.59,Satisfactory
373.64,Satisfactory
373.46,Satisfactory
373.44,Satisfactory
373.49,Satisfactory
372.53,Satisfactory
372.85,Satisfactory
372.44,Satisfactory
372.77,Satisfactory
372.94,Satisfactory
372.62,Satisfactory
372.76,Satisfactory
373.13,Satisfactory
372.56,Satisfactory
373.07,Satisfactory
373.16,Satisfactory
373.12,Satisfactory
373.36,Satisfactory
373.64,Satisfactory
373.51,Satisfactory
373.29,Satisfactory
372.94,Satisfactory
373.29,Satisfactory
373.14,Satisfactory
373.22,Satisfactory
373.43,Satisfactory
373.51,Satisfactory
373.07,Satisfactory
373.29,Satisfactory
373.13,Satisfactory
373.28,Satisfactory
372.89,Satisfactory
372.91,Satisfactory
372.76,Satisfactory
372.43,Satisfactory
373.04,Satisfactory
372.98,Satisfactory
373.17,Satisfactory
373.06,Satisfactory
372.24,Satisfactory
372.63,Satisfactory
372.68,Satisfactory
372.78,Satisfactory
372.69,Satisfactory
373.37,Satisfactory
373.43,Satisfactory
373.76,Satisfactory
373.86,Satisfactory
373.47,Satisfactory
373.3,Satisfactory
373.5,Satisfactory
373.3,Satisfactory
373.34,Satisfactory
373.38,Satisfactory
373.56,Satisfactory
373.52,Satisfactory
373.39,Satisfactory
373.42,Satisfactory
374.75,Satisfactory
373.47,Satisfactory
373.66,Satisfactory
373.67,Satisfactory
373.77,Satisfactory
373.77,Satisfactory
374.03,Satisfactory
373.98,Satisfactory
375.04,Satisfactory
375.21,Satisfactory
374.55,Satisfactory
375.08,Satisfactory
374.28,Satisfactory
374.82,Satisfactory
374.59,Satisfactory
374.53,Satisfactory
375.82,Satisfactory
375.2,Satisfactory
374.99,Satisfactory
375.63,Satisfactory
375.63,Satisfactory
375.42,Satisfactory
375.23,Satisfactory
375.06,Satisfactory
375.04,Satisfactory
374.91,Satisfactory
375.02,Satisfactory
375.35,Satisfactory
375.25,Satisfactory
375.39,Satisfactory
375.52,Satisfactory
375.47,Satisfactory
375.23,Satisfactory
375.22,Satisfactory
375.48,Satisfactory
375.38,Satisfactory
375.49,Satisfactory
376.06,Satisfactory
376.21,Satisfactory
376.33,Satisfactory
376.92,Satisfactory
375.87,Satisfactory
377.11,Satisfactory
376.49,Satisfactory
375.93,Satisfactory
375.97,Satisfactory
376.06,Satisfactory
376.02,Satisfactory
376.16,Satisfactory
375.81,Satisfactory
376.16,Satisfactory
376.2,Satisfactory
376.35,Satisfactory
376.3,Satisfactory
376.29,Satisfactory
376.49,Satisfactory
376.32,Satisfactory
376.36,Satisfactory
376.38,Satisfactory
376.28,Satisfactory
376.69,Satisfactory
376.31,Satisfactory
376.18,Satisfactory
376.26,Satisfactory
376.27,Satisfactory
376.49,Satisfactory
376.24,Satisfactory
376.61,Satisfactory
376.48,Satisfactory
378.27,Satisfactory
377.91,Satisfactory
376.67,Satisfactory
376.8,Satisfactory
377.27,Satisfactory
376.79,Satisfactory
376.94,Satisfactory
376.91,Satisfactory
377.27,Satisfactory
377.85,Satisfactory
377.46,Satisfactory
378.2,Satisfactory
377.76,Satisfactory
378.17,Satisfactory
377.94,Satisfactory
378.16,Satisfactory
377.93,Satisfactory
377.86,Satisfactory
377.78,Satisfactory
377.61,Satisfactory
377.92,Satisfactory
378.08,Satisfactory
377.93,Satisfactory
377.79,Satisfactory
377.75,Satisfactory
377.88,Satisfactory
380.33,Satisfactory
380.02,Satisfactory
377.08,Satisfactory
378.18,Satisfactory
378.08,Satisfactory
377.78,Satisfactory
377.71,Satisfactory
377.35,Satisfactory
377.44,Satisfactory
377.08,Satisfactory
377.01,Satisfactory
377.62,Satisfactory
377.63,Satisfactory
377.51,Satisfactory
377.45,Satisfactory
377.33,Satisfactory
377.61,Satisfactory
378.2,Satisfactory
378.54,Satisfactory
378.76,Satisfactory
378.47,Satisfactory
378.16,Satisfactory
377.92,Satisfactory
378.32,Satisfactory
377.84,Satisfactory
377.89,Satisfactory
378.1,Satisfactory
379.92,Satisfactory
379.45,Satisfactory
379.25,Satisfactory
378.08,Satisfactory
377.8,Satisfactory
378.97,Satisfactory
380.37,Satisfactory
380.08,Satisfactory
379.05,Satisfactory
378.91,Satisfactory
379.16,Satisfactory
378.7,Satisfactory
377.78,Satisfactory
379.22,Satisfactory
378.46,Satisfactory
378.5,Satisfactory
378.42,Satisfactory
378.39,Satisfactory
378.98,Satisfactory
379.44,Satisfactory
380.41,Satisfactory
381.29,Satisfactory
380.18,Satisfactory
378.83,Satisfactory
378.89,Satisfactory
379.02,Satisfactory
380.44,Satisfactory
380.24,Satisfactory
379.74,Satisfactory
380.57,Satisfactory
380.94,Satisfactory
381.03,Satisfactory
380.93,Satisfactory
380.36,Satisfactory
380.48,Satisfactory
380.77,Satisfactory
380.62,Satisfactory
380.28,Satisfactory
380.18,Satisfactory
380.11,Satisfactory
380.24,Satisfactory
381.01,Satisfactory
381.11,Satisfactory
381.51,Satisfactory
380.97,Satisfactory
380.26,Satisfactory
380.69,Satisfactory
380.66,Satisfactory
380.36,Satisfactory
380.06,Satisfactory
379.56,Satisfactory
379.68,Satisfactory
381.43,Satisfactory
381.4,Satisfactory
381.58,Satisfactory
381.11,Satisfactory
381.01,Satisfactory
381.18,Satisfactory
381,Satisfactory
380.75,Satisfactory
380.28,Satisfactory
380.65,Satisfactory
380.9,Satisfactory
380.22,Satisfactory
380.02,Satisfactory
381,Satisfactory
380.78,Satisfactory
379.93,Satisfactory
379.57,Satisfactory
379.71,Satisfactory
380.75,Satisfactory
381.26,Satisfactory
380.69,Satisfactory
381.02,Satisfactory
380.96,Satisfactory
381.19,Satisfactory
381.03,Satisfactory
381.14,Satisfactory
380.8,Satisfactory
380.1,Satisfactory
380.73,Satisfactory
380.21,Satisfactory
379.3,Satisfactory
379.32,Satisfactory
379.1,Satisfactory
379.73,Satisfactory
380.09,Satisfactory
379.9,Satisfactory
380.28,Satisfactory
380.17,Satisfactory
379.79,Satisfactory
380.38,Satisfactory
380.37,Satisfactory
380.37,Satisfactory
380.05,Satisfactory
380.05,Satisfactory
379.65,Satisfactory
379.7,Satisfactory
378.71,Satisfactory
379.13,Satisfactory
379.32,Satisfactory
379.46,Satisfactory
379.6,Satisfactory
379.35,Satisfactory
378.79,Satisfactory
378.9,Satisfactory
379.22,Satisfactory
379.31,Satisfactory
379.2,Satisfactory
378.95,Satisfactory
379.01,Satisfactory
378.26,Satisfactory
378.55,Satisfactory
378.28,Satisfactory
377.83,Satisfactory
378.48,Satisfactory
378.23,Satisfactory
378.18,Satisfactory
378.37,Satisfactory
377.99,Satisfactory
377.35,Satisfactory
377.12,Satisfactory
377.57,Satisfactory
377.98,Satisfactory
377.83,Satisfactory
376.15,Satisfactory
376.83,Satisfactory
376.36,Satisfactory
376.41,Satisfactory
376.32,Satisfactory
377.25,Satisfactory
376.75,Satisfactory
376.19,Satisfactory
376.22,Satisfactory
376.45,Satisfactory
377.23,Satisfactory
375.67,Satisfactory
377.38,Satisfactory
376.49,Satisfactory
376.97,Satisfactory
376.72,Satisfactory
377.02,Satisfactory
376.56,Satisfactory
376.75,Satisfactory
376.6,Satisfactory
377,Satisfactory
375.36,Satisfactory
376.25,Satisfactory
376.05,Satisfactory
376.17,Satisfactory
375.9,Satisfactory
376.19,Satisfactory
375.32,Satisfactory
375.84,Satisfactory
375.97,Satisfactory
375.49,Satisfactory
375.9,Satisfactory
375.77,Satisfactory
376.41,Satisfactory
375.94,Satisfactory
374.94,Satisfactory
374.81,Satisfactory
374.81,Satisfactory
374.26,Satisfactory
373.99,Satisfactory
374.05,Satisfactory
374.77,Satisfactory
374.3,Satisfactory
373.78,Satisfactory
373.99,Satisfactory
373.13,Satisfactory
374.01,Satisfactory
373.49,Satisfactory
374.11,Satisfactory
374.56,Satisfactory
375,Satisfactory
375.42,Satisfactory
374.13,Satisfactory
373.68,Satisfactory
374.31,Satisfactory
374.4,Satisfactory
374.26,Satisfactory
374.15,Satisfactory
374.18,Satisfactory
374.21,Satisfactory
374.44,Satisfactory
374.54,Satisfactory
374.23,Satisfactory
373.93,Satisfactory
373.96,Satisfactory
373.97,Satisfactory
373.69,Satisfactory
373.23,Satisfactory
373.87,Satisfactory
373.9,Satisfactory
374.55,Satisfactory
374.3,Satisfactory
374.08,Satisfactory
373.74,Satisfactory
373.68,Satisfactory
374.11,Satisfactory
374.31,Satisfactory
374.04,Satisfactory
374.08,Satisfactory
373.99,Satisfactory
374.15,Satisfactory
374.01,Satisfactory
374.24,Satisfactory
374.55,Satisfactory
374.21,Satisfactory
374.16,Satisfactory
374.24,Satisfactory
374.25,Satisfactory
374.16,Satisfactory
374.41,Satisfactory
374.63,Satisfactory
374.86,Satisfactory
374.94,Satisfactory
374.71,Satisfactory
374.66,Satisfactory
374.91,Satisfactory
375.08,Satisfactory
374.84,Satisfactory
374.97,Satisfactory
375.08,Satisfactory
375.16,Satisfactory
375.28,Satisfactory
375.41,Satisfactory
375.32,Satisfactory
375.28,Satisfactory
375.08,Satisfactory
374.85,Satisfactory
375.49,Satisfactory
375.4,Satisfactory
375.41,Satisfactory
375.33,Satisfactory
375.62,Satisfactory
375.48,Satisfactory
375.47,Satisfactory
375.37,Satisfactory
375.38,Satisfactory
378.38,Satisfactory
377.41,Satisfactory
376.56,Satisfactory
377.6,Satisfactory
376.02,Satisfactory
376.28,Satisfactory
376.38,Satisfactory
377.11,Satisfactory
376.7,Satisfactory
376.78,Satisfactory
376.78,Satisfactory
376.78,Satisfactory
376.56,Satisfactory
376.66,Satisfactory
376.42,Satisfactory
376.55,Satisfactory
376.98,Satisfactory
376.65,Satisfactory
377.22,Satisfactory
377.27,Satisfactory
377.2,Satisfactory
377.31,Satisfactory
377.48,Satisfactory
377.44,Satisfactory
377.45,Satisfactory
378.12,Satisfactory
377.81,Satisfactory
377.06,Satisfactory
376.89,Satisfactory
377.38,Satisfactory
377.34,Satisfactory
377.32,Satisfactory
377.35,Satisfactory
377.32,Satisfactory
377.8,Satisfactory
378.06,Satisfactory
377.86,Satisfactory
377.87,Satisfactory
377.67,Satisfactory
377.62,Satisfactory
377.6,Satisfactory
377.85,Satisfactory
377.51,Satisfactory
378.01,Satisfactory
378,Satisfactory
377.78,Satisfactory
377.69,Satisfactory
377.98,Satisfactory
378.39,Satisfactory
378.02,Satisfactory
378.4,Satisfactory
378.25,Satisfactory
378.54,Satisfactory
377.71,Satisfactory
378.16,Satisfactory
378.07,Satisfactory
378.29,Satisfactory
378.81,Satisfactory
378.84,Satisfactory
378.91,Satisfactory
377.69,Satisfactory
378.48,Satisfactory
378.36,Satisfactory
378.19,Satisfactory
378.12,Satisfactory
378.69,Satisfactory
378.41,Satisfactory
378.33,Satisfactory
378.36,Satisfactory
378.59,Satisfactory
378.82,Satisfactory
378.34,Satisfactory
378.64,Satisfactory
378.71,Satisfactory
378.57,Satisfactory
378.75,Satisfactory
379.56,Satisfactory
379.37,Satisfactory
379.13,Satisfactory
379.32,Satisfactory
379.27,Satisfactory
379.88,Satisfactory
379.27,Satisfactory
379.27,Satisfactory
379.07,Satisfactory
379.27,Satisfactory
379.14,Satisfactory
379.34,Satisfactory
380.14,Satisfactory
380.47,Satisfactory
380.17,Satisfactory
380.44,Satisfactory
378.4,Satisfactory
379.2,Satisfactory
379.95,Satisfactory
379.82,Satisfactory
380.33,Satisfactory
379.99,Satisfactory
379.81,Satisfactory
379.99,Satisfactory
381.92,Satisfactory
380.36,Satisfactory
382.34,Satisfactory
381.33,Satisfactory
380.84,Satisfactory
380.54,Satisfactory
378.52,Satisfactory
380.23,Satisfactory
379.78,Satisfactory
381.24,Satisfactory
381.39,Satisfactory
381.78,Satisfactory
382.14,Satisfactory
382.44,Satisfactory
380.05,Satisfactory
380.39,Satisfactory
380.75,Satisfactory
381.55,Satisfactory
381.08,Satisfactory
380.64,Satisfactory
380.26,Satisfactory
379.39,Satisfactory
379.29,Satisfactory
379.34,Satisfactory
379.5,Satisfactory
381.33,Satisfactory
382.36,Satisfactory
382.72,Satisfactory
382.6,Satisfactory
382.08,Satisfactory
381.72,Satisfactory
382.27,Satisfactory
382.1,Satisfactory
382.56,Satisfactory
382.85,Satisfactory
382.3,Satisfactory
381.95,Satisfactory
382.84,Satisfactory
382.23,Satisfactory
381.64,Satisfactory
381.84,Satisfactory
381.8,Satisfactory
381.37,Satisfactory
381.88,Satisfactory
382.14,Satisfactory
382.52,Satisfactory
383.05,Satisfactory
382.5,Satisfactory
382.56,Satisfactory
381.64,Satisfactory
382.11,Satisfactory
383,Satisfactory
383.07,Satisfactory
383.04,Satisfactory
383.79,Satisfactory
381.95,Satisfactory
381.44,Satisfactory
381.38,Satisfactory
381.79,Satisfactory
381.82,Satisfactory
381.42,Satisfactory
381.54,Satisfactory
381.45,Satisfactory
380.99,Satisfactory
382.01,Satisfactory
382.87,Satisfactory
382.72,Satisfactory
382.3,Satisfactory
382.63,Satisfactory
383.01,Satisfactory
382.58,Satisfactory
382.17,Satisfactory
382.39,Satisfactory
382.87,Satisfactory
382.73,Satisfactory
383.27,Satisfactory
383.29,Satisfactory
382.95,Satisfactory
383.06,Satisfactory
382.94,Satisfactory
382.86,Satisfactory
382.69,Satisfactory
382.92,Satisfactory
383.3,Satisfactory
382.86,Satisfactory
382.85,Satisfactory
382.91,Satisfactory
382.26,Satisfactory
382.46,Satisfactory
383,Satisfactory
382.48,Satisfactory
382.65,Satisfactory
382.66,Satisfactory
382.41,Satisfactory
382.71,Satisfactory
382.47,Satisfactory
382.49,Satisfactory
382.2,Satisfactory
382.24,Satisfactory
382.51,Satisfactory
382.57,Satisfactory
382.46,Satisfactory
382.47,Satisfactory
382.16,Satisfactory
381.93,Satisfactory
381.7,Satisfactory
381.79,Satisfactory
382.02,Satisfactory
381.55,Satisfactory
381.5,Satisfactory
381.39,Satisfactory
381.27,Satisfactory
381.31,Satisfactory
381.28,Satisfactory
381.42,Satisfactory
380.89,Satisfactory
381.08,Satisfactory
381.34,Satisfactory
381.07,Satisfactory
381.27,Satisfactory
381.04,Satisfactory
379.62,Satisfactory
380.83,Satisfactory
381.33,Satisfactory
381.64,Satisfactory
380.81,Satisfactory
380.88,Satisfactory
381.01,Satisfactory
380.78,Satisfactory
380.67,Satisfactory
380.65,Satisfactory
380.98,Satisfactory
380.8,Satisfactory
380.32,Satisfactory
380.35,Satisfactory
380.41,Satisfactory
380.17,Satisfactory
379.83,Satisfactory
380.03,Satisfactory
379.97,Satisfactory
380.22,Satisfactory
379.77,Satisfactory
378.74,Satisfactory
380.14,Satisfactory
380.04,Satisfactory
380,Satisfactory
380.27,Satisfactory
378.44,Satisfactory
378.72,Satisfactory
378.62,Satisfactory
378.73,Satisfactory
379.31,Satisfactory
379.57,Satisfactory
379.24,Satisfactory
378.18,Satisfactory
379.23,Satisfactory
378.95,Satisfactory
379.13,Satisfactory
378.62,Satisfactory
378.47,Satisfactory
378.6,Satisfactory
378.05,Satisfactory
378.7,Satisfactory
377.82,Satisfactory
377.51,Satisfactory
377.32,Satisfactory
378.1,Satisfactory
377.88,Satisfactory
378.26,Satisfactory
377.58,Satisfactory
377.82,Satisfactory
377.66,Satisfactory
377.65,Satisfactory
377.51,Satisfactory
376.56,Satisfactory
376.7,Satisfactory
376.12,Satisfactory
374.94,Satisfactory
376.3,Satisfactory
376.26,Satisfactory
376.61,Satisfactory
376.75,Satisfactory
376.85,Satisfactory
376.29,Satisfactory
376.92,Satisfactory
376.19,Satisfactory
375.9,Satisfactory
375.96,Satisfactory
376.36,Satisfactory
376.21,Satisfactory
376.65,Satisfactory
376.81,Satisfactory
376.48,Satisfactory
376.41,Satisfactory
376.3,Satisfactory
376.66,Satisfactory
376.4,Satisfactory
376.82,Satisfactory
376.7,Satisfactory
376.57,Satisfactory
376.69,Satisfactory
376.69,Satisfactory
376.93,Satisfactory
376.94,Satisfactory
376.66,Satisfactory
377.12,Satisfactory
377.48,Satisfactory
377.55,Satisfactory
377.4,Satisfactory
378.02,Satisfactory
377.98,Satisfactory
377.93,Satisfactory
378.37,Satisfactory
378.14,Satisfactory
378.19,Satisfactory
378.11,Satisfactory
377.49,Satisfactory
377.38,Satisfactory
379.47,Satisfactory
378.33,Satisfactory
378.68,Satisfactory
378.84,Satisfactory
378.98,Satisfactory
378.57,Satisfactory
378.42,Satisfactory
378.65,Satisfactory
378.3,Satisfactory
379.02,Satisfactory
379.11,Satisfactory
378.34,Satisfactory
379.1,Satisfactory
379.22,Satisfactory
378.51,Satisfactory
379.87,Satisfactory
379.4,Satisfactory
379.47,Satisfactory
380.42,Satisfactory
379.74,Satisfactory
380.53,Satisfactory
380.01,Satisfactory
379.92,Satisfactory
379.93,Satisfactory
380.39,Satisfactory
379.65,Satisfactory
380.57,Satisfactory
380.66,Satisfactory
380.11,Satisfactory
380.09,Satisfactory
380.03,Satisfactory
380.13,Satisfactory
380.72,Satisfactory
380.24,Satisfactory
380.23,Satisfactory
380.64,Satisfactory
380.65,Satisfactory
380.76,Satisfactory
380.44,Satisfactory
381.45,Satisfactory
381.1,Satisfactory
381.23,Satisfactory
380.93,Satisfactory
381.57,Satisfactory
381.11,Satisfactory
381.13,Satisfactory
381.16,Satisfactory
380.77,Satisfactory
381.74,Satisfactory
381.63,Satisfactory
381.84,Satisfactory
381.32,Satisfactory
381.39,Satisfactory
381.59,Satisfactory
381.57,Satisfactory
381.66,Satisfactory
381.18,Satisfactory
381.57,Satisfactory
381.69,Satisfactory
382.06,Satisfactory
381.74,Satisfactory
381.47,Satisfactory
381.2,Satisfactory
381.22,Satisfactory
381.5,Satisfactory
382.61,Satisfactory
382.6,Satisfactory
382.03,Satisfactory
382.03,Satisfactory
382.21,Satisfactory
382.54,Satisfactory
382.98,Satisfactory
383.05,Satisfactory
382.96,Satisfactory
382.74,Satisfactory
382.53,Satisfactory
382.06,Satisfactory
381.84,Satisfactory
381.55,Satisfactory
381.67,Satisfactory
381.67,Satisfactory
381.77,Satisfactory
382.2,Satisfactory
382.49,Satisfactory
382.22,Satisfactory
382.14,Satisfactory
382.65,Satisfactory
382.1,Satisfactory
381.67,Satisfactory
381.4,Satisfactory
382.22,Satisfactory
382.79,Satisfactory
382.62,Satisfactory
383.11,Satisfactory
382.91,Satisfactory
382.7,Satisfactory
382.83,Satisfactory
383.17,Satisfactory
382.65,Satisfactory
383.18,Satisfactory
382.8,Satisfactory
382.63,Satisfactory
383.03,Satisfactory
382.72,Satisfactory
383.21,Satisfactory
383.44,Satisfactory
382.93,Satisfactory
382.9,Satisfactory
382.93,Satisfactory
382.75,Satisfactory
382.82,Satisfactory
382.58,Satisfactory
382.38,Satisfactory
382.43,Satisfactory
382.36,Satisfactory
382.27,Satisfactory
382.64,Satisfactory
382.47,Satisfactory
384.14,Satisfactory
383.71,Satisfactory
383.54,Satisfactory
385.31,Satisfactory
385.37,Satisfactory
384.88,Satisfactory
385.02,Satisfactory
384.08,Satisfactory
384.45,Satisfactory
384.67,Satisfactory
384.97,Satisfactory
385.02,Satisfactory
384.77,Satisfactory
384.79,Satisfactory
385.03,Satisfactory
384.82,Satisfactory
384.65,Satisfactory
384.66,Satisfactory
384.6,Satisfactory
384.97,Satisfactory
384.89,Satisfactory
384.79,Satisfactory
384.74,Satisfactory
384.65,Satisfactory
384.53,Satisfactory
385.23,Satisfactory
385.08,Satisfactory
384.74,Satisfactory
384.92,Satisfactory
384.8,Satisfactory
385.29,Satisfactory
385.31,Satisfactory
385.17,Satisfactory
384.81,Satisfactory
384.62,Satisfactory
384.96,Satisfactory
385.18,Satisfactory
385.3,Satisfactory
385.52,Satisfactory
385.32,Satisfactory
385.29,Satisfactory
385.18,Satisfactory
385.26,Satisfactory
385.62,Satisfactory
385.68,Satisfactory
384.53,Satisfactory
383.47,Satisfactory
384.51,Satisfactory
384.97,Satisfactory
384.62,Satisfactory
384.6,Satisfactory
384.6,Satisfactory
384.63,Satisfactory
383.12,Satisfactory
383.5,Satisfactory
384.54,Satisfactory
384.62,Satisfactory
384.65,Satisfactory
384.44,Satisfactory
384.38,Satisfactory
384.25,Satisfactory
384.42,Satisfactory
384.51,Satisfactory
384.44,Satisfactory
383.49,Satisfactory
384.14,Satisfactory
384.79,Satisfactory
383.67,Satisfactory
383.77,Satisfactory
383.77,Satisfactory
383.46,Satisfactory
383.71,Satisfactory
383.13,Satisfactory
384.02,Satisfactory
383.51,Satisfactory
383.45,Satisfactory
383.25,Satisfactory
383.04,Satisfactory
382.94,Satisfactory
383.38,Satisfactory
383.32,Satisfactory
383.22,Satisfactory
382.87,Satisfactory
382.91,Satisfactory
383.01,Satisfactory
383.2,Satisfactory
382.67,Satisfactory
382.74,Satisfactory
382.51,Satisfactory
381.66,Satisfactory
382.04,Satisfactory
381.83,Satisfactory
381.66,Satisfactory
382.07,Satisfactory
382.21,Satisfactory
382,Satisfactory
382.53,Satisfactory
381.89,Satisfactory
381.97,Satisfactory
381.8,Satisfactory
381.32,Satisfactory
381.59,Satisfactory
381.52,Satisfactory
381.57,Satisfactory
381.58,Satisfactory
381.17,Satisfactory
379.72,Satisfactory
379.83,Satisfactory
381.3,Satisfactory
381.04,Satisfactory
381.07,Satisfactory
380.76,Satisfactory
379.93,Satisfactory
380.18,Satisfactory
380.82,Satisfactory
380.44,Satisfactory
380.27,Satisfactory
379.58,Satisfactory
379.89,Satisfactory
380.13,Satisfactory
379.7,Satisfactory
379.58,Satisfactory
379.86,Satisfactory
380,Satisfactory
379.84,Satisfactory
379.97,Satisfactory
379.75,Satisfactory
379.19,Satisfactory
378.56,Satisfactory
378.63,Satisfactory
378.9,Satisfactory
379.13,Satisfactory
377.65,Satisfactory
379.19,Satisfactory
378.66,Satisfactory
379.14,Satisfactory
379.19,Satisfactory
379.15,Satisfactory
378.99,Satisfactory
379.38,Satisfactory
378.98,Satisfactory
378.81,Satisfactory
378.76,Satisfactory
378.95,Satisfactory
378.85,Satisfactory
378.6,Satisfactory
378.29,Satisfactory
378.39,Satisfactory
378.56,Satisfactory
378.55,Satisfactory
378.79,Satisfactory
378.5,Satisfactory
379.12,Satisfactory
379.3,Satisfactory
379.24,Satisfactory
379.32,Satisfactory
378.53,Satisfactory
378.65,Satisfactory
379.15,Satisfactory
378.94,Satisfactory
379.07,Satisfactory
378.87,Satisfactory
378.51,Satisfactory
377.79,Satisfactory
378.93,Satisfactory
379.55,Satisfactory
379.55,Satisfactory
378.94,Satisfactory
378.97,Satisfactory
379.04,Satisfactory
378.76,Satisfactory
379.4,Satisfactory
379.24,Satisfactory
379.41,Satisfactory
379.86,Satisfactory
379.83,Satisfactory
379.94,Satisfactory
379.61,Satisfactory
378.96,Satisfactory
379.66,Satisfactory
379.78,Satisfactory
379.72,Satisfactory
379.72,Satisfactory
379.74,Satisfactory
379.76,Satisfactory
379.79,Satisfactory
379.75,Satisfactory
379.77,Satisfactory
379.81,Satisfactory
379.93,Satisfactory
379.84,Satisfactory
380.02,Satisfactory
380.02,Satisfactory
380.17,Satisfactory
379.99,Satisfactory
380.02,Satisfactory
379.8,Satisfactory
379.5,Satisfactory
380.1,Satisfactory
379.65,Satisfactory
380.81,Satisfactory
381.62,Satisfactory
381.18,Satisfactory
381.05,Satisfactory
381,Satisfactory
381.57,Satisfactory
380.98,Satisfactory
381.35,Satisfactory
381.47,Satisfactory
381.37,Satisfactory
381.54,Satisfactory
381.34,Satisfactory
381.26,Satisfactory
381.31,Satisfactory
381.51,Satisfactory
381.98,Satisfactory
381.39,Satisfactory
382.13,Satisfactory
382.01,Satisfactory
381,Satisfactory
381.03,Satisfactory
381.57,Satisfactory
382.75,Satisfactory
382.11,Satisfactory
381.73,Satisfactory
382.78,Satisfactory
382.22,Satisfactory
382.06,Satisfactory
381.81,Satisfactory
382.28,Satisfactory
381.87,Satisfactory
381.77,Satisfactory
382.25,Satisfactory
382.11,Satisfactory
381.9,Satisfactory
382.34,Satisfactory
382.2,Satisfactory
381.96,Satisfactory
381.93,Satisfactory
382.14,Satisfactory
382.93,Satisfactory
382.83,Satisfactory
383.01,Satisfactory
382.92,Satisfactory
382.15,Satisfactory
381.95,Satisfactory
381.84,Satisfactory
383.31,Satisfactory
381.74,Satisfactory
382.49,Satisfactory
382.62,Satisfactory
385.29,Satisfactory
384.35,Satisfactory
384.81,Satisfactory
383.9,Satisfactory
382.89,Satisfactory
384.13,Satisfactory
384.02,Satisfactory
383.42,Satisfactory
383.04,Satisfactory
384.27,Satisfactory
383.52,Satisfactory
382.81,Satisfactory
382.86,Satisfactory
383.34,Satisfactory
382.92,Satisfactory
382.94,Satisfactory
384.46,Satisfactory
384.26,Satisfactory
385.55,Satisfactory
384.75,Satisfactory
384.68,Satisfactory
384.35,Satisfactory
385.85,Satisfactory
383.94,Satisfactory
383.77,Satisfactory
383.58,Satisfactory
383.4,Satisfactory
383.66,Satisfactory
384.77,Satisfactory
384.64,Satisfactory
384.21,Satisfactory
383.99,Satisfactory
383.55,Satisfactory
382.91,Satisfactory
382.82,Satisfactory
383.02,Satisfactory
383.77,Satisfactory
383.78,Satisfactory
384.42,Satisfactory
384.67,Satisfactory
384.09,Satisfactory
384.1,Satisfactory
384.2,Satisfactory
384.51,Satisfactory
384.76,Satisfactory
384.67,Satisfactory
385.35,Satisfactory
385.06,Satisfactory
385.57,Satisfactory
385.75,Satisfactory
385.22,Satisfactory
384.78,Satisfactory
386.8,Satisfactory
386.72,Satisfactory
385.95,Satisfactory
386.13,Satisfactory
386.46,Satisfactory
385.36,Satisfactory
385.5,Satisfactory
385.67,Satisfactory
385.66,Satisfactory
385.66,Satisfactory
384.8,Satisfactory
387.29,Satisfactory
386.17,Satisfactory
385.12,Satisfactory
385.86,Satisfactory
387.83,Satisfactory
387.69,Satisfactory
387.56,Satisfactory
387.64,Satisfactory
387.41,Satisfactory
387.06,Satisfactory
387.23,Satisfactory
387.23,Satisfactory
386.93,Satisfactory
386.75,Satisfactory
386.65,Satisfactory
386.7,Satisfactory
386.69,Satisfactory
386.48,Satisfactory
386.66,Satisfactory
386.74,Satisfactory
387.11,Satisfactory
385.81,Satisfactory
385.6,Satisfactory
385.73,Satisfactory
385.77,Satisfactory
385.58,Satisfactory
387.49,Satisfactory
386.91,Satisfactory
386.68,Satisfactory
387.21,Satisfactory
387.05,Satisfactory
385.83,Satisfactory
386.32,Satisfactory
386.65,Satisfactory
386.86,Satisfactory
385.11,Satisfactory
385.9,Satisfactory
385.95,Satisfactory
386.78,Satisfactory
387.19,Satisfactory
387.21,Satisfactory
387.45,Satisfactory
387.03,Satisfactory
387.27,Satisfactory
387.16,Satisfactory
386.67,Satisfactory
386.59,Satisfactory
386.73,Satisfactory
387.13,Satisfactory
386.95,Satisfactory
387.09,Satisfactory
387.02,Satisfactory
386.7,Satisfactory
386.57,Satisfactory
386.83,Satisfactory
386.5,Satisfactory
386.49,Satisfactory
386.16,Satisfactory
386.62,Satisfactory
386.31,Satisfactory
386.48,Satisfactory
386.13,Satisfactory
386.37,Satisfactory
386.22,Satisfactory
385.48,Satisfactory
385.16,Satisfactory
384.84,Satisfactory
385.42,Satisfactory
384.64,Satisfactory
385.12,Satisfactory
385.37,Satisfactory
384.64,Satisfactory
385.75,Satisfactory
385.45,Satisfactory
385.04,Satisfactory
385.16,Satisfactory
385.45,Satisfactory
385.62,Satisfactory
385.18,Satisfactory
384.94,Satisfactory
385.05,Satisfactory
385.24,Satisfactory
385.57,Satisfactory
385.21,Satisfactory
384.87,Satisfactory
384.95,Satisfactory
384.57,Satisfactory
382.79,Satisfactory
384.63,Satisfactory
384.49,Satisfactory
383.84,Satisfactory
384.14,Satisfactory
384,Satisfactory
383.36,Satisfactory
383.97,Satisfactory
383.88,Satisfactory
384.04,Satisfactory
